P50x_pft1,ax_pft1,P50_gs_pft1,Drought_Threshold_pft1,Vc_max25_pft1,LNCm_pft1,LMR_pft1,WD_pft1,LMA_pft1,Al2As_pft1,Amax_pft1,stem_Kl_pft1,stem_ks_pft1,bmort_pft1,mort_disturb_frac_pft1,comp_excln_pft1,P50x_pft2,ax_pft2,P50_gs_pft2,FDrought_pft2,Drought_Threshold_pft2,Vc_max25_pft2,LNCm_pft2,LMR_pft2,WD_pft2,LMA_pft2,Al2As_pft2,Amax_pft2,stem_Kl_pft2,stem_ks_pft2,bmort_pft2,mort_disturb_frac_pft2,comp_excln_pft2
-1.832400585,1.0951578,-0.914861779,0.314035734,49.51730498,0.029012974,0.00632947,0.639539065,78.50125665,1.14487322,6.266932305,1e-04,1.14487322,0.137450525,0.905827498,0.347300774,-1.355540828,3.012555516,-2.511528568,0.403125279,0.159268502,71.43434698,0.039039274,0.008516808,0.498459772,62.58108145,1.043493644,9.434294359,0.000263947,2.754270518,0.191236314,0.180889879,0.545231251
-1.072810138,1.849756704,-1.701885804,0.342376821,34.84171361,0.023455623,0.005117079,0.634383362,72.81167056,1.099162311,4.274111906,0.001207424,13.27155247,0.191615199,0.967956805,2.500049357,-2.085736914,0.5,-2.030990571,0.797436885,0.211487368,59.74350453,0.032082197,0.006999052,0.486259332,69.59861469,0.32741598,7.717204857,0.001650009,5.402393338,0.080506152,0.935945493,0.824836806
-1.413943594,0.720843556,-1.508230092,0.311932292,29.5759917,0.024718655,0.005392622,0.556869842,69.76072508,1.865278515,3.585617517,1e-04,1.865278515,0.170533885,0.145985851,0.807640254,-1.976777558,3.352011452,-0.815928755,0.21856282,0.280297312,64.38265904,0.034601986,0.007548769,0.549574201,47.23698486,0.361803766,8.391170385,0.000154649,0.559524944,0.168273018,0.59184436,1.701873907
-0.872785029,2.504174792,-0.096909711,0.301240955,37.31256305,0.030228422,0.006594632,0.539699604,39.99187587,0.752638325,4.602097231,0.000912225,6.865754469,0.142397893,0.143413151,2.415516544,-2.867239077,3.469198482,-3.578979752,0.156748783,0.102679646,59.21527497,0.032934194,0.007184924,0.56481025,41.67491012,0.474737923,7.641092161,0.00062306,2.957903888,0.12967176,0.177337373,1.193065005
-2.6085368,2.325544598,-1.942136492,0.084856065,27.23362714,0.021570599,0.004705842,0.541686086,48.67516504,0.973887811,3.284012706,0.000445246,4.336195548,0.128646551,0.46869649,2.306015604,-3.271499313,3.555655866,-2.079060323,0.060759254,0.189385103,42.178688,0.031764706,0.006929788,0.509407118,87.20379028,1.386404268,5.257053043,1e-04,1.386404268,0.152310613,0.525749969,0.35336
-3.280042584,3.655082872,-1.099247514,0.25620999,59.19143178,0.028920056,0.006309199,0.61419726,41.19090005,0.731577708,7.637659635,0.000607096,4.441380216,0.063495447,0.685340854,1.208122638,-3.37142627,3.666574991,-1.045452968,0.956231147,0.215532974,51.93572168,0.029187283,0.006367498,0.459728673,56.09251144,0.947783518,6.605446915,0.000108147,1.025003898,0.160732211,0.1046531,1.886935985
-2.094854297,3.355683649,-2.030863311,0.235193929,76.37352088,0.040683262,0.00887546,0.624484097,60.10181345,0.540720597,10.17808459,0.000348392,1.883826954,0.011758688,0.962041996,3.908550546,-1.830909888,1.454251327,-0.882727769,0.463311094,0.313323762,16.88594452,0.026303016,0.005738266,0.552718445,49.97522747,0.860171353,1.986959118,0.001138555,9.793519822,0.066754513,0.512165803,2.133934089
-3.239168651,3.654418299,-2.663380847,0.03062983,75.22228641,0.042237588,0.009214552,0.590050579,77.48847243,1.110900023,10.00376265,0.000566225,6.290188943,0.010173348,0.088974846,0.33277807,-0.3,2.823552739,-2.767636025,0.450460887,0.060420662,56.39572688,0.035264711,0.007693349,0.5689527,28.97305382,0.993301761,7.23701368,0.000373185,3.706852787,0.144307578,0.785994632,3.936256216
-2.652181413,6.283191929,-3.441334877,0.083869182,63.91642776,0.030965765,0.006755491,0.658806471,50.32369248,1.282187488,8.322992851,1e-04,1.282187488,0.011087954,0.671841031,2.074534159,-2.767981099,2.472631934,-2.244906626,0.661955239,0.206492237,40.74140023,0.036272884,0.007913292,0.524408897,29.86273839,1.051736126,5.062367647,1e-04,1.051736126,0.035095874,0.697568736,2.327016332
-1.913257061,1.590787038,-1.584880279,0.092561341,53.50794711,0.027214981,0.00593722,0.606102324,59.09392979,0.597866961,6.827012388,1e-04,0.597866961,0.081998607,0.59250427,0.915737839,-2.082326183,2.557519319,-1.249810072,0.919049176,0.187193289,32.7779207,0.03027534,0.006604868,0.508171338,47.82430265,1.043389268,4.002557427,0.000626826,6.540238135,0.041011836,0.258733899,3.994706963
-1.182339623,2.739418607,-0.867856939,0.100537168,27.51557048,0.027896718,0.006085948,0.603405318,59.8279518,1.183295872,3.320162316,1e-04,1.183295872,0.0135733,0.503247099,3.993204131,-2.983348227,2.042973647,-1.662272244,0.850637088,0.181891093,71.33401266,0.027607937,0.006022947,0.505096022,47.62948916,0.579793617,9.419296506,0.000572751,3.320774214,0.189741738,0.369866449,2.591771104
-2.916431786,3.093416564,-1.531742647,0.178914244,52.9634838,0.024132491,0.005264744,0.573115956,104.9533824,0.39355801,6.750151282,0.000166504,0.655290564,0.136389531,0.329276862,1.737259832,-2.411992182,0.5,-1.910497284,0.892569975,0.329487901,39.3594199,0.035958486,0.007844703,0.519227141,48.85505341,1.700395053,4.876146232,0.001039121,17.66916344,0.120213303,0.111559225,2.83266892
-2.884322602,5.229984611,-0.830111577,0.109847268,29.68224076,0.026584592,0.005799695,0.565126611,87.52163016,0.708520809,3.599366811,0.000825569,5.849324911,0.19009365,0.097966985,0.614729397,-2.143159389,1.614406911,-0.909597616,0.84178468,0.277413445,15,0.030135649,0.006574393,0.531895634,42.00494731,1.076333515,1.756912576,0.000291269,3.135028094,0.156132678,0.501792802,0.333338947
-1.56581209,2.508874575,-1.940874635,0.187646078,55.29674101,0.026736879,0.005832918,0.623324437,87.14514348,0.937933506,7.080519609,0.000935228,8.771820734,0.111311268,0.38233861,3.417955249,-2.302838235,1.150535148,-0.013825205,0.966799882,0.024029459,85.42880291,0.031279703,0.00682398,0.475055096,40.74948755,1.043551635,11.56924994,0.000322077,3.361034694,0.073547388,0.125341253,1.922615387
-2.008928902,2.653314695,-1.438304225,0.310275157,43.45962689,0.016968171,0.003701776,0.616650348,61.19255019,0.925401054,5.431424263,1e-04,0.925401054,0.046336106,0.144883421,2.788984559,-2.170367192,2.319187217,-1.850784557,0.193359904,0.21992524,30.36269246,0.02964727,0.006467848,0.478597792,50.22677526,0.892035029,3.68756194,1e-04,0.892035029,0.032685424,0.145140801,3.223131135
-4.278138931,6.14716861,-2.884192734,0.206712475,75.84790014,0.036484127,0.007959377,0.674858014,72.37738397,0.5013697,10.09842231,0.000109522,0.549112062,0.052367994,0.4901462,0.487626132,-2.962405187,1.536661029,-2.217389219,0.30402224,0.206944115,68.66613421,0.033605776,0.007331436,0.405159588,85.80161985,0.254062414,9.022147596,0.000234344,0.595379078,0.078283523,0.563565386,1.238501545
-3.749649918,6.937810503,-2.220851836,0.180580083,57.5653607,0.035881873,0.007827989,0.592930644,36.48265915,0.864048952,7.404188542,0.000701279,6.059396371,0.118608842,0.154950033,3.46584505,-2.484542748,4.360600296,-1.183745139,0.844152308,0.061775339,80.3923345,0.044013314,0.009601944,0.493846302,24.09139163,1.42623361,10.79113952,0.001220113,17.40165826,0.028580523,0.166194158,2.387461048
-2.065347123,3.740977928,-1.758812076,0.343076777,53.47841817,0.027930699,0.006093361,0.551749428,71.9656623,0.1,6.822840229,0.000202969,0.202969248,0.144198332,0.464107512,3.693741686,-3.161323231,1.763716535,-1.478378873,0.670118231,0.099663796,51.43103188,0.0345055,0.00752772,0.532407375,45.1176292,1.108238484,6.534572808,0.000629549,6.976905917,0.132132175,0.933376844,1.00453975
-0.882413082,0.5,-1.695174275,0.041878347,46.28558158,0.032903276,0.007178179,0.609207949,43.00304292,0.999495328,5.818971108,1e-04,0.999495328,0.140858129,0.947364136,2.931789986,-2.978625374,4.891878867,-2.667706563,0.754297512,0.100622166,83.2433296,0.046109588,0.010059268,0.526272101,64.04407192,0.683401417,11.23027294,0.000604881,4.133764982,0.091447488,0.182861031,3.012158041
-2.754903276,2.656734277,-1.651340239,0.141827775,57.70980466,0.04179753,0.009118549,0.590205106,45.32072338,0.946852513,7.424878064,0.000242885,2.299761518,0.048985978,0.695410363,1.118377964,-4.201127929,2.67578511,-1.127255473,0.343336537,0.228453872,53.58002096,0.032723067,0.007138864,0.544391447,64.34932487,1.131225884,6.837197468,0.000958105,10.83833126,0.08169425,0.205444148,2.28070028
-0.652621667,3.385213881,-1.693897829,0.088185594,45.15347395,0.026924199,0.005873783,0.56598209,82.03093027,1.247579406,5.663245786,0.002125285,26.51462229,0.187578126,0.9186655,1.203569895,-0.3,2.274736136,-1.361633737,0.107681163,0.258544383,62.91592021,0.034242973,0.007470447,0.485702652,32.12898095,1.469868274,8.177021516,0.000206244,3.031508687,0.104438559,0.814532745,3.513382579
-0.3,4.774569187,-2.892154095,0.209509443,45.26455421,0.035619743,0.007770803,0.594237426,42.50022356,0.938989015,5.678497538,0.000722858,6.787558379,0.00130186,0.293262055,3.520839382,-1.532203235,3.488693812,-1.360952732,0.015095642,0.267905737,66.88014023,0.031570375,0.006887393,0.514502272,57.86876376,0.267510728,8.758056829,0.000503161,1.346008338,0.177566131,0.413656405,0.47855674
-3.334171172,4.935004612,-2.52680078,0.085350319,53.39792526,0.030872939,0.00673524,0.573742903,51.26912921,0.234772093,6.811469444,9.37616953846725e-05,0.220126295,0.034054368,0.77715983,3.132284348,-2.833532454,2.566791101,-2.825852072,0.070588081,0.189712753,91.35204836,0.037277016,0.008132354,0.512556524,30.22832572,0.351699434,12.49812846,0.001670559,5.875345887,0.055777114,0.198166683,3.950182023
-2.110958547,0.760861125,-2.805401435,0.252544356,88.20300323,0.037960382,0.008281437,0.567386082,72.65422811,0.709637502,12.00245944,0.000676191,4.798501408,0.141859936,0.113948561,0.439917941,-1.140166778,3.223863825,-2.590192003,0.612664377,0.229081324,49.76749966,0.024016916,0.00523953,0.536419723,86.42353583,0.348210668,6.301823023,1e-04,0.348210668,0.037926558,0.065266795,1.37836518
-3.812260038,2.850742574,-1.765415331,0.295262897,39.39702938,0.027082485,0.005908315,0.635606471,82.58427259,0.244069732,4.881201426,0.000148372,0.36213203,0.157081718,0.02066371,1.003976688,-2.481428805,5.291186672,-1.821469394,0.856550054,0.165658204,53.94879019,0.038575785,0.008415693,0.386738619,36.71764867,1.460394479,6.889348344,0.001054682,15.40251243,0.192916746,0.118023152,1.363976832
-0.984425173,3.588947983,-1.804004427,0.186601243,38.83539908,0.032412856,0.007071189,0.620457534,70.8895838,0.706345224,4.805785103,0.000472715,3.338997686,0.111189555,0.230059181,0.907281816,-4.592950873,3.678097443,-2.45830921,0.266692071,0.176903529,65.91524015,0.036256396,0.007909695,0.497077753,44.66645906,0.51332112,8.615976272,1e-04,0.51332112,0.10551671,0.839442283,1.903225927
-0.984955444,3.555831142,-0.966314097,0.03514391,25.36771381,0.021596777,0.004711553,0.556965096,72.13022645,0.795924742,3.045840058,1e-04,0.795924742,0.022913864,0.988591087,3.718314974,-2.026052795,0.5,-1.90244812,0.861827881,0.078899484,34.02919878,0.028956147,0.006317073,0.471992618,34.50374034,0.540634743,4.166939214,0.000101907,0.550945583,0.047294827,0.596737186,3.740207839
-3.558365692,3.183767004,-1.781408656,0.148374843,83.78471258,0.028960952,0.006318121,0.547099494,19.10348057,1.233429531,11.31405434,0.00111674,13.77420203,0.081741885,0.232601843,1.656990264,-0.3,2.823552739,-2.767636025,0.450460887,0.060420662,56.39572688,0.035264711,0.007693349,0.5689527,28.97305382,0.993301761,7.23701368,0.000373185,3.706852787,0.144307578,0.785994632,3.936256216
-2.752867981,0.5,-2.165277554,0.323154709,53.74436618,0.024005381,0.005237014,0.60062055,54.99124244,1.384674506,6.860431021,0.000701031,9.706997709,0.040781204,0.983862353,1.570963867,-2.023138119,5.132297084,-1.126023453,0.481030017,0.327077414,18.47649158,0.035991586,0.007851924,0.549173228,58.36258374,0.91423313,2.182516631,0.000454263,4.153024492,0.14283036,0.868235484,3.259175141
-1.109416635,4.918328629,-1.341813644,0.05585458,30.83359496,0.03307527,0.007215701,0.610734027,34.75208073,1.129640479,3.748738783,0.000419649,4.740525823,0.049988387,0.124880444,3.811500117,-3.359994316,5.365266002,-2.71819018,0.775682949,0.286532026,67.91503974,0.041258169,0.009000882,0.535886652,60.17874483,1.413376959,8.91091059,0.001157483,16.35959254,0.087118705,0.129531727,2.043426952
-1.352757054,3.729946062,-1.362155434,0.101889717,51.67832899,0.033704496,0.007352973,0.566665412,60.31323069,1.162464154,6.569285826,0.000745256,8.663334977,0.067881108,0.01391915,1.017612006,-0.3,2.942945475,-1.289469694,0.36428056,0.319413068,29.07492695,0.026104122,0.005694875,0.61781064,64.90965753,0.294105299,3.520856577,0.000671554,1.975074928,0.056523458,0.754066139,1.741749283
-1.499655461,3.592300403,-1.41975022,0.338715366,39.044587,0.029297853,0.00639162,0.588044131,47.75667965,0.990303527,4.833856545,0.000552272,5.469170205,0.056353569,0.797458507,2.320741165,-1.901204515,3.320517388,-1.43397649,0.668525505,0.314456382,27.28032088,0.03227122,0.007040289,0.506133584,78.47186932,0.681450555,3.289996669,0.000491891,3.351995458,0.099243483,0.492302849,2.317674516
-2.203124885,2.437668687,-2.123530597,0.281584678,47.58962762,0.051228817,0.011176079,0.620692927,22.8482618,1.047868985,5.999121101,1e-04,1.047868985,0.058538082,0.813795966,2.097903621,-1.918985804,0.5,-0.72957525,0.01596757,0.102186587,51.10865879,0.010203625,0.002226023,0.465414286,64.53602896,0.519477226,6.48936521,1e-04,0.519477226,0.057703623,0.733022198,1.897765608
-1.614797561,5.952756833,-1.995798802,0.246391813,49.44185449,0.034957332,0.007626292,0.52734922,55.89230891,1.233258279,6.256416317,0.000624734,7.704579718,0.036387287,0.411787174,1.997545107,-2.130495735,1.572032452,-0.261369853,0.45824308,0.061186992,57.93234278,0.027594532,0.006020023,0.563321662,54.82537045,0.351598861,7.456772457,8.36698280053901e-05,0.294182162,0.078805992,0.294651179,2.733020258
-3.004768045,3.20137426,-0.587313489,0.319154929,87.71641926,0.037492568,0.008179379,0.507902765,63.75991591,0.78454482,11.92624112,0.001238493,9.716531322,0.044167871,0.355926191,3.045394308,-0.3,2.580809177,-1.984790377,0.386085225,0.089080203,27.02802042,0.037278112,0.008132593,0.529196007,42.62809473,1.089841364,3.257677281,0.001270153,13.84264875,0.09117122,0.462365912,3.238146144
-2.324881859,3.702299232,-2.49274527,0.191482929,29.56585469,0.036402948,0.007941667,0.645966689,33.89233673,1.21107451,3.584306034,2.44148882142711e-05,0.295682488,0.066615244,0.125959585,2.136236314,-1.568440667,1.674278385,-0.922352074,0.811187642,0.245581173,38.93988081,0.033762651,0.00736566,0.481761578,46.15521496,1.241893412,4.81980301,0.002122898,26.36412913,0.154287524,0.002999162,2.74619359
-2.566025061,5.553571317,-1.982415708,0.313419434,33.05676484,0.025747178,0.005617004,0.641163955,73.42698607,0.658493002,4.039119487,1e-04,0.658493002,0.157906165,0.17092599,2.391208253,-2.980677178,4.15427216,-1.784650485,0.352355413,0.33911532,19.39069446,0.023467114,0.005119586,0.45687609,38.75042184,0.64353794,2.295552439,0.0003091,1.989176191,0.076449851,0.955684685,2.397044616
-0.3,2.988141008,-1.875315291,0.040895707,55.57673157,0.033849498,0.007384607,0.591336685,31.68589228,0.86032729,7.120336107,1e-04,0.86032729,0.055889258,0.92258438,0.303789251,-4.681443437,4.284973861,-2.081635074,0.950491282,0.337819188,66.33618706,0.040271932,0.008785725,0.525174626,23.35059052,0.914983992,8.677908641,3.08188329726537e-05,0.281987388,0.061297507,0.897432204,2.932274977
-1.154061182,0.5,-1.441319117,0.0487636,38.63854159,0.026895842,0.005867597,0.542865759,74.33520089,0.487595564,4.779388431,0.000277702,1.354064928,0.003262311,0.921592601,3.273687232,-3.562939346,6.863112972,-1.086693844,0.052852744,0.197113631,63.80886306,0.034096129,0.007438411,0.523514643,64.02074944,1.018825511,8.307277576,1e-04,1.018825511,0.170140929,0.164408551,3.671725558
-0.515608706,3.622088799,-0.736860952,0.025397088,88.26754802,0.035307457,0.007702675,0.665856779,73.21114545,1.409452887,12.0125772,0.0002338,3.29529472,0.18921594,0.979658405,3.555918862,-3.523391031,2.018867732,-2.804415028,0.658147537,0.342407038,66.41482162,0.032758427,0.007146578,0.537775321,37.65503291,1.222997884,8.689486718,0.001014575,12.40823412,0.177887653,0.608787774,3.05383275
-1.042567003,0.5,-1.723015214,0.320206116,66.59268097,0.029052238,0.006338036,0.623923687,75.76137505,1.032792866,8.715684843,1e-04,1.032792866,0.071380694,0.883849084,0.44757283,-1.984248937,1.450682418,-0.53301794,0.549400054,0.03965056,19.64708869,0.017284441,0.003770774,0.446524871,80.78705266,0.3062285,2.327336906,0.000951719,2.914434618,0.084140657,0.645687292,0.761278186
-3.857996835,4.498887213,-2.274989573,0.230970115,40.19633694,0.035075267,0.00765202,0.550497408,29.43909295,0.936571104,4.988806356,0.001427813,13.37248239,0.147455594,0.317183704,3.990724686,-3.128033092,5.783471952,-2.297426135,0.52035098,0.257653001,51.6964804,0.039392698,0.008593911,0.566167451,37.82087635,0.934229398,6.571834883,0.000176102,1.645192385,0.096345418,0.656777332,3.137906654
-2.491763092,4.568999967,-1.967993926,0.090249807,32.15791761,0.021079471,0.004598697,0.601228794,53.45444661,0.742756702,3.921406874,0.000517816,3.846113271,0.044455703,0.781932163,1.236485829,-1.983114283,4.467133383,-1.45271564,0.35990094,0.154931013,78.85614242,0.03287761,0.007172579,0.570336644,101.2358873,0.290268377,10.55597282,0.000616881,1.790610078,0.086823634,0.782787537,0.977636184
-2.112885231,1.755368635,-3.137161819,0.277774478,58.96647358,0.032833271,0.007162906,0.606069175,47.80011363,1.373832739,7.605287047,0.001413447,19.41840134,0.163739593,0.422016743,1.588842759,-4.080833315,0.5,-1.75034566,0.454210247,0.245894638,50.03570338,0.038315542,0.008358919,0.551575297,37.52415712,0.912983434,6.339258569,0.001295849,11.83089045,0.176175018,0.682928706,1.607239307
-2.266817977,0.959762959,-2.086147391,0.107452181,67.98074009,0.031907443,0.006960928,0.542418316,70.26543405,0.584029556,8.920630713,0.000787332,4.598252,0.162358007,0.067206326,2.067160707,-0.810959698,0.5,-0.878076143,0.427079817,0.286831406,19.19732178,0.015454942,0.00337165,0.581193888,55.19082225,0.81380177,2.271604551,1e-04,0.81380177,0.045493019,0.800371467,2.524880642
-2.838005768,4.73953988,-1.822705317,0.120857881,20.35764983,0.026419036,0.005763577,0.649461606,68.37775167,0.99117191,2.415612206,6.17782452216411e-05,0.612328613,0.135055066,0.894626972,2.176724822,-0.794601803,2.591529428,-2.421984101,0.268535051,0.266815993,63.46140925,0.027409522,0.005979661,0.502365875,36.74270664,0.764097659,8.256550328,9.74413164670525e-05,0.744546818,0.141277702,0.397079702,1.809433335
-1.141073709,0.5,-1.563525878,0.302982087,48.45636745,0.025512213,0.005565744,0.559672033,94.21683482,0.191045157,6.119314825,1e-04,0.191045157,0.038801989,0.435447314,3.852552483,-3.108922591,1.783121118,-1.527294662,0.282241097,0.231054644,49.18664783,0.027388057,0.005974978,0.561310946,75.77449269,0.424747185,6.220866931,0.000821755,3.490379633,0.025196317,0.795697165,0.145975508
-3.558054257,4.845092083,-2.757257747,0.261765683,52.70737854,0.034006748,0.007418912,0.611960448,60.43547252,0.541442108,6.71404586,0.000307302,1.663863144,0.106405089,0.287726607,3.216124488,-2.303298439,2.948584276,-3.001737895,0.456697582,0.255323811,70.00496647,0.032686552,0.007130898,0.620020984,67.2001387,1.259733841,9.221054123,0.000103311,1.301441342,0.180254963,0.883425498,3.265453437
-4.159788932,2.879456491,-2.594797502,0.22005298,75.88513927,0.03855475,0.008411104,0.57596541,76.6325299,0.210394674,10.10406225,0.000626161,1.31740991,0.153332671,0.384559753,2.713750442,-1.582118145,2.2008467,-2.074169147,0.165092231,0.202957413,20.55499047,0.027177433,0.005929029,0.596719726,53.24039621,1.054767852,2.440177675,1e-04,1.054767852,0.03132866,0.747861934,0.810125727
-2.287421495,2.647927654,-1.54170571,0.183995965,47.90136891,0.015311888,0.003340442,0.590386082,88.2581904,0.67007229,6.042309453,0.000479226,3.211163317,0.041749383,0.316042971,1.776738156,-2.765390684,3.920812148,-2.404692923,0.827321207,0.183346126,63.00884223,0.039362351,0.008587291,0.474004042,34.4666771,1.141500198,8.190559358,1e-04,1.141500198,0.083024717,0.64816816,3.035166224
-1.590815032,0.5,-2.278834248,0.230115036,69.2326471,0.028044834,0.006118261,0.599232118,84.27926234,0.819463331,9.106215134,0.000535523,4.388414926,0.173082642,0.325080165,2.303263406,-0.3,2.580809177,-1.984790377,0.386085225,0.089080203,27.02802042,0.037278112,0.008132593,0.529196007,42.62809473,1.089841364,3.257677281,0.001270153,13.84264875,0.09117122,0.462365912,3.238146144
-1.119033754,0.5,-2.136954861,0.133794565,46.43777064,0.024762019,0.005402082,0.60265771,72.74878345,1.030619485,5.839952934,0.00041979,4.326441406,0.153500998,0.137307274,3.054896862,-1.780127179,2.937359423,-2.569218536,0.257053455,0.092603024,49.97200839,0.034983185,0.007631932,0.568340674,76.8047299,0.75851842,6.330364974,1e-04,0.75851842,0.051798809,0.06487235,3.897560869
-2.476602111,4.295732951,-1.150240141,0.332234409,55.58683264,0.035070615,0.007651005,0.624646198,75.91251267,0.25674309,7.121773233,0.000451717,1.159752989,0.146676714,0.678429908,0.135724767,-2.286717299,2.875639606,-1.363899234,0.412695583,0.160192966,67.23144086,0.041202507,0.008988739,0.500741203,14.02443047,1.121123071,8.809889653,0.000927034,10.39319103,0.096069664,0.3131402,3.438093941
-2.134695808,1.211769418,-0.661239181,0.020904021,21.24160474,0.017773096,0.003877379,0.534081344,37.91122557,0.953681969,2.525815445,1e-04,0.953681969,0.131848401,0.615036423,3.596965742,-2.964610913,2.069829501,-1.890030617,0.562229637,0.232357403,52.81015483,0.022074387,0.004815748,0.579821177,85.46689775,0.82588537,6.728531404,0.001090394,9.005405509,0.017540877,0.273020266,3.737713888
-4.443094256,4.504397628,-1.934959957,0.210602917,15,0.023039873,0.005026379,0.593633772,73.76183853,1.299789126,1.756912576,0.000199978,2.599296491,0.02094771,0.802725702,2.260776789,-1.480185632,1.100836696,-2.710649637,0.249366573,0.057395251,59.59185449,0.033507408,0.007309976,0.529669827,53.33379508,0.86265874,7.695340373,0.001841006,15.88160215,0.027151996,0.638484247,3.105613457
-2.351522212,2.530099998,-1.345009273,0.019352777,15,0.026330996,0.00574437,0.590697219,46.12181165,0.266259287,1.756912576,1e-04,0.266259287,0.004921518,0.425448664,3.401141982,-2.329088691,5.499649622,-1.47888955,0.727638411,0.20424871,59.00803978,0.038244355,0.008343388,0.546600432,52.84143602,0.335992503,7.611266862,0.00091364,3.069762954,0.030129378,0.045098614,3.614626055
-0.99603159,0.5,-0.621892549,0.099651082,59.70830575,0.035020806,0.007640139,0.598813532,57.28166292,1.541049886,7.712129047,0.000129567,1.996693125,0.142850452,0.77353859,2.936933429,-3.799843962,2.556630303,-2.339577587,0.455070193,0.2883113,63.26363851,0.030071244,0.006560343,0.531365128,36.85159056,0.158073623,8.227700936,0.00082417,1.302795048,0.140077373,0.445914966,2.441735667
-1.185640836,1.035319039,-1.803121473,0.246084831,39.88865402,0.027312917,0.005958586,0.632253941,76.25229836,1.248039949,4.947347346,0.000314684,3.927375795,0.041140907,0.520554174,1.304237474,-2.706654805,2.759421217,-2.480738596,0.450767258,0.044836822,33.62823224,0.036370748,0.007934642,0.50559861,41.73881475,2.241642109,4.114175852,0.00102563,22.99095231,0.080186118,0.844785523,0.773112149
-1.496548326,0.65162094,-1.556252706,0.076064563,38.80657054,0.032376859,0.007063335,0.581705401,42.76543277,0.494134575,4.801918256,0.001121335,5.540902262,0.096162259,0.311700497,3.651577514,-4.151305706,3.490164564,-1.475159742,0.485790643,0.135848777,32.40651914,0.027448347,0.005988131,0.47028803,62.03462445,1.250990951,3.953921737,0.000251948,3.151840471,0.005939997,0.200647369,1.505259196
-4.696521404,4.855586578,-1.864651737,0.300797069,70.08879754,0.029438337,0.006422268,0.676581204,74.1222084,0.633934174,9.233535268,0.000177562,1.12562713,0.165407515,0.366701926,0.219505882,-0.656090076,0.5,-1.893120084,0.254374689,0.347661867,66.93595693,0.029978613,0.006540134,0.475344038,61.92108526,1.522733228,8.76628862,0.000667335,10.16173395,0.057097454,0.680810333,0.200653343
-2.824495079,0.5,-3.058219399,0.021816264,32.62665945,0.028295294,0.006172901,0.638136341,48.00212321,1.334244454,3.982740876,1e-04,1.334244454,0.106705642,0.788373902,1.783329983,-0.808813749,1.518985426,-1.583939869,0.206925523,0.260094003,43.23620639,0.030733679,0.006704859,0.546354043,40.76171396,1.006540244,5.400952149,0.000161521,1.625776256,0.029840132,0.619180497,0.270232612
-3.868256941,4.640580827,-2.619947483,0.122309143,36.21107941,0.0314603,0.006863379,0.524054178,65.98916706,0.781800673,4.455499798,1e-04,0.781800673,0.152052433,0.9498582,1.243513429,-0.3,4.518652187,-1.780183111,0.800364743,0.136560854,58.09719416,0.03996041,0.008717763,0.447708474,30.28583739,0.1,7.48041398,0.000656433,0.656432853,0.171498015,0.726507081,2.224388758
-0.929875889,2.196623188,-1.958962702,0.27555051,34.72156223,0.02209295,0.004819798,0.580157753,81.13997262,1.159287817,4.258242292,0.000415091,4.812102715,0.072085553,0.387475166,3.700772834,-3.680446567,3.47573648,-2.039904882,0.374874206,0.254491825,31.91162619,0.025455353,0.00555334,0.582705138,71.12898319,0.707609855,3.889225786,1e-04,0.707609855,0.087909021,0.570647155,2.018750003
-2.597118588,1.12130153,-1.790292276,0.13791014,89.29284219,0.047446373,0.010350901,0.561821579,34.64447671,1.016844048,12.17353283,0.001032068,10.4945183,0.078209326,0.303763676,2.241068859,-3.616562557,4.955404147,-1.702979132,0.743570309,0.142023464,65.35346953,0.043442474,0.00947741,0.453638154,43.69901165,0.1,8.533449744,0.001875495,1.875495315,0.162969488,0.79899776,0.655685337
-2.488966753,0.5,-1.125074246,0.204987575,20.23837712,0.022707673,0.004953906,0.669537766,86.26421391,1.079168567,2.400775194,0.000612811,6.613259104,0.023886602,0.828494086,1.619805816,-2.458943418,2.95525327,-1.751158698,0.833899831,0.140658696,50.27680048,0.026004519,0.005673146,0.55635214,46.17790855,0.69885337,6.372940065,1e-04,0.69885337,0.126180476,0.724431114,3.038523845
-2.340051264,2.535270652,-2.299346287,0.340191412,40.50474053,0.028032165,0.006115497,0.553985369,74.21818936,1.190588905,5.030410011,1e-04,1.190588905,0.007217879,0.830283875,3.321953523,-2.058861129,3.231030356,-3.106977273,0.510288379,0.285881215,48.95532831,0.044225024,0.009648131,0.611233186,46.28774508,0.426934963,6.188672033,0.000765558,3.268434628,0.161003252,0.444244329,3.132218655
-2.367546386,0.602837193,-3.727722672,0.096760271,35.86216345,0.019215894,0.004192139,0.615300869,89.19331935,0.942583005,4.409191024,1e-04,0.942583005,0.11601535,0.452529766,0.770823868,-3.762254419,5.825768262,-2.896178649,0.959495196,0.333950465,86.47221455,0.034205705,0.007462317,0.500140493,74.27449452,1.006710114,11.73180367,1e-04,1.006710114,0.181355652,0.332283166,2.651196889
-0.728696762,3.205542904,-2.950766995,0.269385485,31.2190826,0.026708754,0.005826782,0.624158857,86.77288637,0.1,3.798905253,0.000288517,0.288517052,0.001140201,0.065042766,1.989487955,-1.518201681,0.526748431,-0.603957305,0.861009572,0.281192297,39.16956084,0.040647155,0.008867583,0.485252042,24.2347171,1.410597498,4.850637597,1e-04,1.410597498,0.15640714,0.808104527,3.516798002
